episode,epsilon,Alpha,steps,return
572,0.900000,0.001000,1000001,220.837346
573,0.900000,0.001000,1000001,220.873483
574,0.900000,0.001000,1000001,165.096756
575,0.900000,0.001000,1000001,227.864513
576,0.900000,0.001000,1000001,221.612875
577,0.900000,0.001000,1000001,238.610039
578,0.900000,0.001000,1000001,165.562032
579,0.900000,0.001000,1000001,141.722597
580,0.900000,0.001000,1000001,200.401101
581,0.900000,0.001000,1000001,159.771237
582,0.900000,0.001000,1000001,210.109334
583,0.900000,0.001000,1000001,211.869672
584,0.900000,0.001000,1000001,202.788907
585,0.900000,0.001000,1000001,198.698390
586,0.900000,0.001000,1000001,196.960418
587,0.900000,0.001000,1000001,204.255879
588,0.900000,0.001000,1000001,219.957694
589,0.900000,0.001000,1000001,237.328711
590,0.900000,0.001000,1000001,236.402220
591,0.900000,0.001000,1000001,133.333536
592,0.900000,0.001000,1000001,133.245842
593,0.900000,0.001000,1000001,163.590888
594,0.900000,0.001000,1000001,155.680577
595,0.900000,0.001000,1000001,133.380172
596,0.900000,0.001000,1000001,233.858019
597,0.900000,0.001000,1000001,235.123455
598,0.900000,0.001000,1000001,222.318932
599,0.900000,0.001000,1000001,236.778969
600,0.900000,0.001000,1000001,235.774978
601,0.900000,0.001000,1000001,233.808728
602,0.900000,0.001000,1000001,213.541253
603,0.900000,0.001000,1000001,198.740272
604,0.900000,0.001000,1000001,198.105201
605,0.900000,0.001000,1000001,214.520051
606,0.900000,0.001000,1000001,215.347935
607,0.900000,0.001000,1000001,216.324324
608,0.900000,0.001000,1000001,214.831081
609,0.900000,0.001000,1000001,221.383831
610,0.900000,0.001000,1000001,134.367262
611,0.900000,0.001000,1000001,219.365356
612,0.900000,0.001000,1000001,232.918282
613,0.900000,0.001000,1000001,179.251462
614,0.900000,0.001000,1000001,107.570144
615,0.900000,0.001000,1000001,105.770876
616,0.900000,0.001000,1000001,86.897273
617,0.900000,0.001000,1000001,86.957674
618,0.900000,0.001000,1000001,82.788542
619,0.900000,0.001000,1000001,86.665329
620,0.900000,0.001000,1000001,85.796888
621,0.900000,0.001000,1000001,78.403136
622,0.900000,0.001000,1000001,81.986678
623,0.900000,0.001000,1000001,89.717967
624,0.900000,0.001000,1000001,134.475092
625,0.900000,0.001000,1000001,182.124622
626,0.900000,0.001000,1000001,132.563395
627,0.900000,0.001000,1000001,179.899855
628,0.900000,0.001000,1000001,140.524260
629,0.900000,0.001000,1000001,106.721920
630,0.900000,0.001000,1000001,109.039068
631,0.900000,0.001000,1000001,97.155407
632,0.900000,0.001000,1000001,106.432502
633,0.900000,0.001000,1000001,130.450053
634,0.900000,0.001000,1000001,178.717163
635,0.900000,0.001000,1000001,182.090048
636,0.900000,0.001000,1000001,239.302180
637,0.900000,0.001000,1000001,224.033157
638,0.900000,0.001000,1000001,133.444072
639,0.900000,0.001000,1000001,163.537149
640,0.900000,0.001000,1000001,236.501070
641,0.900000,0.001000,1000001,239.422867
642,0.900000,0.001000,1000001,135.091403
643,0.900000,0.001000,1000001,235.023245
644,0.900000,0.001000,1000001,237.365721
645,0.900000,0.001000,1000001,238.727260
646,0.900000,0.001000,1000001,237.695217
647,0.900000,0.001000,1000001,219.155878
648,0.900000,0.001000,1000001,236.794643
649,0.900000,0.001000,1000001,240.388001
650,0.900000,0.001000,1000001,180.677267
651,0.900000,0.001000,1000001,181.796307
652,0.900000,0.001000,1000001,230.642864
653,0.900000,0.001000,1000001,231.980566
654,0.900000,0.001000,1000001,102.593725
655,0.900000,0.001000,1000001,185.202103
656,0.900000,0.001000,1000001,182.217446
657,0.900000,0.001000,1000001,222.929185
658,0.900000,0.001000,1000001,236.724203
659,0.900000,0.001000,1000001,162.659923
660,0.900000,0.001000,1000001,164.451409
661,0.900000,0.001000,1000001,187.670624
662,0.900000,0.001000,1000001,159.932481
