t         x_kite          z_kite         x_block          z_block          wind_x       wind_y       v_block_x
223000       53.758462       12.673292      5.391245      0.000000      6.330131      2.790342     6.266183
224000       53.799756       12.755124      5.454055      0.000000      6.370969      2.838893     6.295310
225000       53.841411       12.836082      5.517142      0.000000      6.411371      2.887320     6.321639
226000       53.883393       12.916213      5.580479      0.000000      6.451358      2.935637     6.345361
227000       53.925667       12.995563      5.644041      0.000000      6.490955      2.983857     6.366655
228000       53.968201       13.074178      5.707805      0.000000      6.530185      3.031994     6.385695
229000       54.010966       13.152104      5.771748      0.000000      6.569071      3.080064     6.402643
230000       54.053933       13.229386      5.835851      0.000000      6.607635      3.128084     6.417653
231000       54.097072       13.306070      5.900096      0.000000      6.645900      3.176071     6.430874
232000       54.140358       13.382199      5.964464      0.000000      6.683888      3.224043     6.442445
233000       54.183764       13.457817      6.028940      0.000000      6.721621      3.272019     6.452500
234000       54.227268       13.532969      6.093509      0.000000      6.759122      3.320019     6.461166
235000       54.270845       13.607699      6.158159      0.000000      6.796411      3.368064     6.468565
236000       54.314472       13.682048      6.222877      0.000000      6.833511      3.416175     6.474813
237000       54.358129       13.756061      6.287652      0.000000      6.870444      3.464376     6.480022
238000       54.401794       13.829781      6.352474      0.000000      6.907231      3.512689     6.484300
239000       54.445448       13.903251      6.417335      0.000000      6.943893      3.561140     6.487750
240000       54.489070       13.976515      6.482227      0.000000      6.980454      3.609754     6.490475
241000       54.532642       14.049618      6.547142      0.000000      7.016934      3.658558     6.492572
242000       54.576147       14.122603      6.612076      0.000000      7.053357      3.707581     6.494136
243000       54.619565       14.195517      6.677024      0.000000      7.089744      3.756853     6.495262
244000       54.662880       14.268404      6.741980      0.000000      7.126119      3.806405     6.496043
245000       54.706075       14.341312      6.806944      0.000000      7.162506      3.856269     6.496571
246000       54.749132       14.414289      6.871911      0.000000      7.198928      3.906480     6.496936
247000       54.792036       14.487383      6.936882      0.000000      7.235410      3.957075     6.497231
248000       54.834769       14.560645      7.001856      0.000000      7.271977      4.008091     6.497548
249000       54.877317       14.634126      7.066833      0.000000      7.308655      4.059571     6.497978
250000       54.919663       14.707880      7.131816      0.000000      7.345470      4.111555     6.498618
251000       54.961790       14.781961      7.196807      0.000000      7.382451      4.164089     6.499563
252000       55.003684       14.856425      7.261809      0.000000      7.419624      4.217221     6.500913
253000       55.045328       14.931332      7.326827      0.000000      7.457020      4.271001     6.502769
254000       55.086706       15.006741      7.391866      0.000000      7.494669      4.325481     6.505238
255000       55.127803       15.082714      7.456934      0.000000      7.532601      4.380718     6.508429
256000       55.168602       15.159317      7.522038      0.000000      7.570850      4.436769     6.512457
257000       55.209088       15.236617      7.587186      0.000000      7.609449      4.493698     6.517443
258000       55.249244       15.314682      7.652390      0.000000      7.648433      4.551570     6.523513
259000       55.289055       15.393584      7.717661      0.000000      7.687837      4.610454     6.530802
260000       55.328504       15.473399      7.783011      0.000000      7.727699      4.670421     6.539449
261000       55.367575       15.554202      7.848455      0.000000      7.768058      4.731550     6.549606
262000       55.406252       15.636075      7.914009      0.000000      7.808954      4.793919     6.561431
263000       55.444518       15.719098      7.979690      0.000000      7.850427      4.857615     6.575093
264000       55.482358       15.803359      8.045517      0.000000      7.892522      4.922725     6.590772
265000       55.519755       15.888944      8.111513      0.000000      7.935281      4.989342     6.608659
266000       55.556758       15.975642      8.177660      0.000000      7.978599      5.057305     6.621027
267000       55.593412       16.063226      8.243937      0.000000      8.022363      5.126432     6.634627
268000       55.629633       16.152090      8.310398      0.000000      8.066769      5.197081     6.657925
269000       55.665333       16.242649      8.377106      0.000000      8.112026      5.269633     6.684283
270000       55.700497       16.335006      8.444095      0.000000      8.158185      5.344206     6.713963
271000       55.735112       16.429268      8.511398      0.000000      8.205300      5.420923     6.747248
272000       55.769163       16.525542      8.579053      0.000000      8.253425      5.499912     6.784436
